following_count,follower_count,answer_count,voteup_count,thanked_count
222,532,27,1612,499
781,98823,743,300899,44411
885,15,4,3,
11,42,85,19,11
13,,,,
13,,,,
52,5,,,
36,17253,15,18690,7385
27,1849,80,3579,1672
33,,,,
27,124,20,106,63
83,73,48,78,6
2444,44,5,5,1
1068,8,,,
124,9,16,10,6
,3137,6834,8413,4126
19,1,,,
47,10,46,515,63
1209,5,1,,
12,2,1,,
8,4,,,
54,31799,184,9885,2185
7,3,,,
36,,,,
43,,,,
68,11,18,87,17
,43,,,
215,88,9,297,41
76,694,51,956,272
67,2,4,16,3
56,,,,
25,,,,
234,25166,234,138584,23471
250,7402,134,4264,1640
486,36587,2820,542960,61543
14,,,,
1225,4252,289,32671,4402
271,54423,300,317715,61909
13,231,4,113,13
56,38296,147,65529,5765
18,2,7,4,3
896,23,4,,
179,43,180,637,123
9,,,,
218,26936,77,44016,7400
29,808,15,4850,821
8,,,,
209,65662,86,13988,3938
34,1,,,
163,,,,
2985,159,185,25,13
88,3,,,
160,6,,,
4,1,,,
55,2,,,
3,,1,,
18,3,1,12,3
1,,,,
69,,,,
23,,,,
22,2531,67,1402,1110
20,,2,,
,6064,121,14657,3006
4962,68,,,
12,671,15,6496,1121
15,2534,357,813,242
3,,,,
4,1,1,,
23,1266,56,105,51
1,,,,
12,2,,,
25,,,,
7,,,,
176,4,,,
2,,6,9,
210,721,5,6020,618
4,76,3,24,5
738,7330,59,3211,619
265,30115,99,108509,23248
89,4,,5,
9,,,,
4,,,,
487,14,14,240,38
18,,,,
44,5,2,,
12,126,1,70,6
5000,94,55,14,5
3,,,,
93,,6,4,
6,339,22,350,45
17,,1,,
31,,,,
734,12,,,
4888,7357,357,73530,7168
5698,165775,708,7337,2519
1,649,102,676,240
4,,,,
56,64,41,507,76
557,351,222,4437,540
6,,,,
154,43,24,5,3
153,794,121,1365,273
254,9,,,
978,64,,,
5,,,,
14,8084,52,68702,11142
27,,1,,
73,36,3,18,
54,4,,,
,1776,18,308,90
52,2,,,
243,13253,256,30996,3441
13,,1,,
124,578,31,350,101
263,33315,121,27550,8387
8,,,,
1785,940,36,510,137
407,137286,1747,72087,14189
50,70,156,410,60
23,39,13,29,6
128,6,10,3,3
519,6,6,6,4
20,2,24,25,6
280,490,22,1122,648
8,,,,
,33,2,1925,139
1,,,,
641,347,49,5075,809
11,2,7,3,1
457,343,47,3586,530
801,2,1,,
644,14,,,
122,,,,
65,,,,
29,2,,,
4865,772,66,200,39
170,16,12,41,7
28,27747,6,2150,722
107,5,1,1,
527,11,11,9,1
296,50,79,156,20
1459,32,269,32,25
516,135,47,414,81
2206,44,6,1,
19,1,8,1,
14,,,,
9,2,,,
246,2026,71,41422,3128
267,27,13,25,14
7,3,1,,
80,3,3,3,1
512,39221,57,133264,29637
1,,,,
5,,,,
71,3,,,
57,13,53,28,12
29,1526,61,631,322
40,,,,
7,39,13,51,19
204,61968,,,
23,,,,
23,8448,21,41650,3548
41,19058,48,18190,7259
574,47835,130,96694,21835
10,,,,
104,455,41,7106,1094
2,,,,
610,57,60,309,59
4,706,11,602,80
37,,4,1,
402,2,1,,
752,685,385,7790,1312
9,142,15,107,5
9,1,1,,1
9,2,,,
9,,,,
36,,4,1,
38,4,3,,1
1479,521,105,54,41
996,16,,,
15,3,,,
555,5,,,
85,1,,,
154,116,134,433,155
30,,,,
636,1755,447,5819,219
2,4,1,3,
5,455,57,162,73
4987,1306,167,11139,1460
237,15022,1,43,13
85,,7,2,
619,22,17,1,
116,3,,,
132,405,32,149,37
33,6,157,16,4
42,1,2,,
6,,,,
4,1756,208,7124,1178
5,,,,
13,3,14,17,7
28,26491,55,8775,1834
78,,,,
137,1341,292,38561,3836
717,82809,401,343702,47405
109,13389,553,137140,19357
3695,32,1,2,1
8,1,1,,
142,712,44,1979,346
349,13480,217,27181,4363
14,,2,2,1
383,,1,2,3
13,1,7,2,
31,,,,
30,,1,,
43,4,5,1,
124,10,,,
35,2,12,5,1
75,1,4,,
17,75,21,2786,308
2,,,,
25,,,,
29,,2,,
91,14,209,83,13
28,3,11,5,1
6,1,,,
17,,,,
4,1,,,
69,1,1,9,
48,,,,
50,1,4,,1
4,,,,
15872,28999,116,99341,16445
3,,,,
237,11,6,5,
4,,,,
13,,,,
1,,,,
71,,,,
3632,355,54,5240,572
219,5,,,
74,4,20,15,6
450,7,,,
30,2,13,4,
33,,,,
5,1,4,8,1
30,,1,,
28,,,,
69,2,5,1,1
191,2,1,,
1184,226,85,1038,250
91,27347,100,77729,7289
1056,37,229,56,22
259,133,62,545,118
94,5360,570,7026,2457
29,54146,84,71459,10889
16,86119,153,41865,7938
57,690,372,2929,756
19,1,1,,
1,1,,,
20,4660,80,42392,4365
42,54,8,278,19
64,156944,649,371447,54771
298,122946,173,229208,20531
431,27488,145,400421,29275
385,13,,,
85,16,11,97,20
48,6,2,3,6
103,6237,11,7158,179
96,2481,65,15413,1301
14,,,,
2,13791,,,
803,42,20,42,6
508,386,11,5286,483
1,7965,1,30663,3643
4,331,3,790,84
840,9616,147,63456,12981
119,983,468,21255,2586
39,1628,24,9911,821
8,418,11,378,41
291,23,27,567,40
372,86100,917,374653,47282
17,,5,1,
47,623,19,6469,862
14,7786,14,12398,1224
28,11414,23,60693,12852
434,270628,262,893320,191879
2,540,89,18761,1574
123,262,108,1226,138
204,92111,65,150621,49504
330,206479,118,60127,16621
86,,,,
18,13,21,127,7
200,164088,1513,489128,90443
749,239540,425,31649,2732
4,10141,14,38365,5613
978,49,24,407,34
781,12,4,2,
1216,40,4,1,
27,2,,,
1197,3,,,
2,,,,
24,20,,,
5,,,,
164,70,190,192,41
3115,174,1,2,
4,,3,5,
1,,,,
5,17013,127,111567,13785
70,3,16,37,5
3322,31,10,2,1
79,11,8,18,3
7,3,15,69,6
111,93226,94,407474,59628
111,122,1,1,1
4966,51,,,
246,78476,63,7622,1535
103,54,157,165,36
1450,405857,4365,246556,47714
57,6824,161,32909,4809
1996,26,3,17,1
238,3616,55,8304,665
160,5,19,8,2
84,,,,
3,,6,21,1
6,,,,
20,5,,,
28,11,6,415,38
1,,,,
3,7,,,
218,17654,81,69060,17971
354,677,10,2205,437
202,3809,104,22107,2918
9,1,1,2,
97,,2,,
59,,6,1,
11,3,7,28,1
52,16,1,84,44
224,1126370,343,1526386,285168
114,4209,21,8010,4349
4,2,,,
51,2,10,8,1
110,6,,,
266,112665,890,563418,97699
119,120,147,971,286
91,31062,179,174884,32436
12,3,20,22,5
2,1,,,
70,3,,,
190,30455,16,11855,1955
1,7631,36,76303,14636
95,1635088,3232,4822227,665795
115,7084,338,43820,5942
464,413,89,53,46
11,1,,,
41,186,24,82,27
13,,,,
,3750,94,23263,5165
25,,5,,1
123,4,7,10,2
53,64,9,671,304
1082,254,220,13988,952
2,1,,,
3,,,,
145,106,53,5113,756
86,4,6,2,1
41,1,1,,
606,4,,,
20,,,,
5096,149,7,12,5
5,15758,151,24837,5902
122,1096,72,3689,481
12,145,87,441,90
177,178,274,1271,248
215,9,13,10,
403,230,315,2991,344
8,,,,
1,74,,32,
6,3056,4,14966,1833
103,780,133,10809,1899
90,28,20,51,4
328,14601,1397,270711,21085
185,12,15,23,3
64,8,1,,
2,,,,
154,7326,151,18086,2326
111,32800,19,37036,6604
4912,100,,,
229,7606,88,49727,7363
4941,119,,,
112,1,,,
9,1294,36,18184,2424
45,2201,814,722,219
40,6534,152,64544,6754
39,4453,243,2249,717
5,,,,
1517,49,23,7,2
291,1248,48,816,47
15,54771,240,30177,6037
954,26,,,
1,3136,6,1880,140
,49966,38,58688,483
1,,,,
23,2,23,3,3
26,25046,36,204365,16156
29,,,,
27,44456,720,85263,32006
1,11946,1,10423,2398
204,4,1,,
76,25111,24,36612,2437
14,,3,3,
389,3,,,
3,,,,
3394,50596,108,38716,3916
16,1,2,,
17,2,15,7,
564,131697,1441,294527,43640
61,5,1,2,1
,6860,3,4739,869
1,,,,
35,18,34,1057,103
12,1,,,
21,27,51,151,21
771,14,,,
67,,,,
13,37768,93,51126,7687
1,,1,1,
40,1,,,
2,,,,
1304,29,131,624,77
8,1,,,
321,21,,,
651,10,1,,
9,,5,1,
16,3,1,1,2
82,660,61,447,88
435,11,5,2,
19,1160,23,4023,1244
16,282,5,36,3
16,,,,
155,9783,102,69163,12050
4936,138,1,3,
58,1,,,
24,4,15,12,4
4760,145,202,127,35
1246,15,4,,1
49,12,13,29,10
65,,,,
18,24,70,26,16
267,,,,
71,44112,25,18242,3198
26,1,1,,
765,526,378,3336,416
184,5072,49,12944,3405
164,156,18,2445,420
7,,,,
93,3,10,4,3
1466,35,6,10,1
1707,74,46,17,6
1148,541,52,706,136
219,20,11,68,13
1,,,,
29,19,,,
14,,,,
2857,1370,,,
4964,78,,,
132,116641,114,80107,17480
46,3,,,
232,87976,198,116279,4003
52,30974,19,51430,7404
1139,1273,415,5148,1070
41,1,,,
108,14,7,3,
44,3,,,
7336,72328,,,
402,5,1,1,
29,,10,1,3
4,,,,
195,71,73,525,88
110,23802,62,58008,9521
121,2122,32,11808,3170
157,34799,331,11382,3746
110,10087,22,12020,1540
911,50,19,167,18
17,30,46,60,21
17,8894,61,12496,4384
292,5,1,1,
17,37033,112,72792,10562
4961,32,,,
1395,1484,848,1754,609
198,129,3,57,27
4970,54,,,
184,309653,382,26143,11298
147,135,82,1970,410
4,1,,,
1,,,,
15,2210,11,10701,1233
45,119899,742,227859,60665
413,906,12,389,139
1,,,,
864,300166,329,384828,93007
2717,52,3,1,
1,,,,
37,11,,,
7,1,,,
10,,3,,
330,201,69,55,11
86,1,,,
320,29,10,306,48
3,,,,
744,81,58,1069,115
359,30,6,25,21
3618,2619,305,2908,448
78,2,,,
128,403,12,342,134
1,,,,
52,,,,
283,114641,85,154120,68603
61,2,6,3,3
436,137,3,20,2
6,1,,,
497,2,2,1,
523,243,50,542,173
876,17,6,,
19,2726,79,3826,1098
43908,10151,210,620,241
44,1,,,
132,2519,19,2796,960
9,6,2,,
18,,,,
1158,60084,2023,138509,23229
262,2,5,10,2
255,,,,
35,20,18,34,5
115,27711,192,37308,5441
655,211,186,5544,738
1232,26,1,10,
46,2,,,
663,2,,,
56,,1,,
228,3,8,6,1
3,1,2,2,1
17,,,,
18,3,4,,1
285,368,115,640,173
2991,202,19,56,8
311,8,,,
149,463,299,10559,2034
1389,2222,45,1610,360
36,1,,,
34,96448,181,64410,23688
4,,,,
65,1,2,2,
1199,107,12,23,18
12,30612,4,97692,172
5,87,3,29,8
118,60,199,161,28
366,35,87,1044,167
,71,15,6469,686
79,4,1,,
106,6066,381,28795,2779
111,209,17,184,39
137,108,36,1260,414
13,3,,,
1916,1110,1405,14737,1906
727,8,,,
1579,186,3,13,1
58,1,1,16,2
2508,43,,3,
277,2,,,
335,7,3,8,3
6683,33921,2646,101409,22409
17,,2,,
1472,24,1,3,1
10,1,2,,
42,2428,6,7411,1563
188,1061,4,93,88
274,1263,55,15119,1955
647,18,,,
38,3,,,
24,,,,
1554,139,,,
1,,,,
27,541,84,2086,861
216,2,1,,
,145,,,
246,101,128,2201,248
904,372,164,2077,250
329,21,61,116,49
25,4,1,,
,10921,7,10291,1731
1299,37,14,9,4
1028,3065,153,5365,952
46,24,23,866,68
5000,82,71,40,8
19,2,,,
156,8,1,1,1
2964,397869,599,64666,20043
5,1,,,
178,9,12,14,2
1,,,,
63,1,33,64,2
23,,,,
501,15,19,12,1
1731,44,8,120,12
57,13320,38,4979,582
109,20042,56,21372,10969
1596,42,11,8,5
664,25,,,
30,4,,,
365,12,,,
31,6,5,15,2
41,3,,,
10,4,,,
265,8002,130,70566,19261
21,8,7,4,4
145,251,90,1178,162
1189,16035,183,9284,2400
223,70,17,433,78
192,26,7,19,11
739,616,641,7629,1054
85,94,66,606,133
561,92,696,3852,415
842,138,,,
224,24,80,286,47
507,5,,,
243,7,2,3,
62,37,11,9,3
223,409,12,1084,603
13,36574,16,33529,2645
103,5,7,10,1
67,9,14,49,2
25,8,3,,
8,759,109,3380,534
222,5,5,7,1
15,1,,,
159,,,,
196,15,,,
38,120,80,1282,163
163,12,,,
970,46,12,38,6
106,77847,335,26541,7866
550,19,1,,
210,5,6,,
545,7,5,2,1
66,1,,,
774,16,5,116,13
18,28,20,79,11
3728,195,1,12,2
31,56746,5,127006,480
1907,3842,1000,27695,3396
48,2,,,
9,2,8,11,2
368,6,7,2,1
128,102,10,40,14
147,3,,,
359,3569,266,16188,4008
627,35,,,
73,8,,,
16775,66865,202,146575,21417
91,6,2,,
1284,29,25,38,10
42,4471,682,13375,2302
109,4,1,,
1285,5,5,14,1
254,16,,,
424,283,62,1465,214
24,1,,,
32,3,2,,
3,2,5,,
,2137,,,
170,21,3,2,1
309,769,85,1762,140
285,16,8,12,1
28,1,3,,
728,26,5,16,2
21,2,,,
12029,12098,369,52999,14236
79,14378,43,22096,10820
108,70,12,112,19
23,13,5,76,24
11,2,14,8,7
4938,160,,,
79,11,22,59,15
7,,,,
226,19,49,162,31
46,,,,
7,,,,
23,,,,
507,6,,,
165,24,19,19,5
158,420,40,694,412
,59441,34,51603,12144
763,20659,1042,41843,13867
1079,365,1,,
109,8,4,2,
1699,530,203,5029,740
45,3,5,42,8
16,3,9,2,
116,1370,96,1307,288
41,,4,4,
2652,7175,634,14333,3895
48,1,3,2,
13,,4,1,1
118,1,5,1,
26,4,3,,
63,2,,,
19,,,,
2,,,,
282,36,83,372,48
6,,1,,
4972,27,,,
1,11,11,564,77
1,,,,
11,1,,,
12,,,,
104,3,1,,2
13,1,1,,1
42,14,9,216,26
111,4,4,2,
7,35240,85,59894,2906
43,3,7,,2
455,7,3,6,
15,1,1,,
51,3,,,
69,1,,,
143,938,405,11868,2334
342,111,127,231,18
249,12083,126,26612,6103
395,24,4,1,
4498,53,7,10,1
53,1,,,
49,64,32,496,55
325,23482,48,5540,1790
197,53132,702,43561,12032
4972,74,,,
366,94451,368,146985,33007
147,2222,59,2173,28
7,2,4,,
50,,1,,
3,,,,
2,,,,
160,123,87,771,50
757,402,21,122,11
1,,,,
35,15,90,28,16
11,,,,
9,3,,,
140,2,1,,
13,1522,4,1379,228
159,76,5,26,11
20,1,1,,
10,514,78,548,161
88,7147,18,4740,1250
80,,,,
62,14,29,69,21
1430,40,6,2,
918,67,15,22,2
274,13716,100,1667,482
1409,37,9,14,6
9,7584,39,7341,1238
25,711,30,997,89
3,2741,42,6595,1864
5,23,,,
306,11,1,,
188,12,5,3,1
522,121774,592,25905,8221
2164,2390,112,14691,1416
95,219,239,1972,290
285,9944,234,30113,6360
20,6,5,33,8
26,224,1,226,25
1,,1,,
2,,,,
27,1,22,8,1
317,35,29,190,20
246,6,,,
4,,,,
1,68,,,
129,155774,183,637562,56363
45,2,,,
50,25,1,156,36
4,,,,
139,118,5,230,37
33,5,22,6,2
1690,107,,,
912,175,131,322,29
215,752,75,29644,1318
13,1,,,
198,38,17,2141,230
245,32,12,154,22
370,13229,111,29930,3925
335,15387,21,5574,751
71,1,,,
5,30,23,45,7
287,151,83,642,261
61,3,,,
212,1,2,25,2
214,5964,610,15771,3637
342,9771,283,48181,5849
138,25600,406,110712,9997
425,3,1,1,
1,,,,
3305,257,,,
50,,,,
51,1126,63,6392,853
76,24,13,43,10
498,4124,120,6021,3094
63,183,149,1640,191
1797,27,,,
111,15,6,5,1
1229,34,5,4,1
18,1,,,
5000,1310,1902,26236,2934
25,2,7,2,
,1347,234,33505,3043
261,2,,,
638,11,,,
188,,,,
109,,,,
1960,24,8,59,4
245,2027,89,8304,1770
66,42046,59,116847,32694
172,37845,151,205110,21203
1,8318,,,
2,916,,,
35,1,,,
30,,,,
741,3238,,,
17,62,13,121,11
102,7,13,6,1
94,2,,,
69,1,3,,
17,,,,
111,33,5,149,20
,10,3,120,31
29,1050,35,448,105
44,3,,,
23,3,1,,
12,150,38,1277,253
3,1,,,
2,,,,
17,7,,,
15,,,,
8,,,,
11,,2,1,1
4821,2777,125,1394,352
12,24677,6,15640,287
172,,1,1,
168,1,,,
90,,1,1,
32,,1,,
17,,,,
53,1,,,
1179,23,7,613,43
15,26,34,41,9
10,,,,
12,17916,81,6203,943
415,82658,104,7106,2385
854,6720,113,16195,5686
219,2,,,
25,15489,47,27718,9520
523,1,,,
513,24448,170,35311,13055
155,,,,
3,1236,11,1313,210
36,457,327,9486,1010
347,50199,1552,86404,18631
10,83054,505,212703,43334
98,5964,18,16776,3482
6,,4,,
17,,2,5,
62,189,45,956,228
29,,2,,
66,,1,,
166,2076,230,11290,2172
39,1688,25,3386,326
5,,,,
45,1,4,,
15,33211,147,133035,25769
2,,1,,
29,5737,56,64071,8025
489,3,,,
17,3,13,1,3
886,46,4,1,
42,1,,,
1610,7,11,2,
76,38185,92,74914,25918
46,,,,
1,236,18,272,24
160,,3,3,
28,6299,404,6436,1688
392,8797,90,23263,4662
25,,1,5,1
1,,,,
164,,1,,
16,1,8,7,1
61,,,,
192,6,8,13,2
281,36994,153,89075,17339
4,1,1,,
26,2,,,
40,1,4,,
123,11,,,
1237,10370,609,16358,3997
10,,,,
75,5,,,
210,1897,2,7,
308,33567,140,255553,24896
68,64917,45,81211,27154
739,5091,563,25295,4588
42,17,68,307,38
64,58,46,47,6
38,3,,,
36,205,50,4186,795
14,,,,
72,,1,,
2,1,,,
193,262,36,30,18
127,2,2,,
407,173,218,2919,506
16,1,,,
150,147,23,5277,713
4,2,1,,
95,7979,517,35872,6659
25,,,,
198,40,24,580,84
22,14473,192,40454,9622
60,7822,123,60064,8458
60,25852,316,101113,16677
39,1,,,
10,123,26,3348,256
4,,,,
362,42,17,14,4
333,428,276,3463,663
116,12,27,16,6
35,,,,
236,40,3,20,3
73,7627,78,4805,1271
99,5011,62,68847,7001
7,,,,
237,12726,27,19315,2517
15,,,,
541,10,14,18,1
2,,,,
94,40,13,42,24
252,10,28,16,4
16,1,2,1,
2,,2,,
3,,1,,
106,4,19,6,5
519,1043,71,3601,550
4463,202,77,103,27
32,,,,
3185,41,,,
132,32815,195,117884,15206
1152,1183,288,20157,2041
371,39441,152,187555,37318
650,15,,,
134,8,5,5,
17,446,87,18791,3372
10,,,,
34,46,5,2036,122
11,2,1,1,1
189,2001,775,29535,4063
3672,139,146,77,17
3,3,1,2,1
12,1,,,
6,2,,,
1560,93,112,102,40
12,2413,44,5223,678
108,8,60,39,9
255,5,1,29,10
294,19067,34,31793,3573
205,15392,345,6786,1377
203,,7,197,18
233,81,16,252,64
18,5,3,1,
14,,1,,4
62,1,,,
26,7,11,3,4
103,,,,
158,10,2,1,
438,19,39,18,4
39,,,,
92,1,,,
148,29,,,
38,,,,
371,3,,,
28,2,24,79,21
23,124,92,65,40
1025,15,2,1,
6,1,8,1,
414,11,18,8,1
,490,7,739,
25,3,1,1,1
182,135059,95,14041,4724
,107,1,284,67
224,66,34,795,148
149,28,51,193,26
152,2,,,
981,29,8,25,11
17,,,,
,248,,,
24,52,13,258,41
47,1,3,5,
110,9,2,1,
5,,,,
28,6,1,1,
4896,100,,,
2450,17,,,
92,5958,27,12180,6488
151,2,1,7,
685,22,,,
11,2957,8,7920,1594
40,2609,36,7288,850
11,,1,,
36,11322,1020,4182,1732
17,44,54,72,39
17,16530,139,58915,10610
844,641,158,4314,533
115,4287,67,626,142
248,25,,,
1003,192,2,306,58
437,132308,69,215335,56670
4,1,,,
9,,1,,
27,24,8,996,84
11,1693,139,805,311
8,,,,
171,128084,590,19988,6153
53,57,152,836,202
21,1,,,
673,476,46,2663,380
224,38,57,1481,160
42,58,,,
1204,10,4,8,
15,,,,
130,2,,,
49,5945,64,14821,1047
74,4,43,78,22
2,,,,
976,20,5,6,2
226,6614,102,23106,2935
5000,182,45,14,3
124,3,5,3,
194,2,2,1,1
17,2,2,,
17,31,177,526,90
76,65,46,1274,116
67,11,7,106,9
543,22,5,14,3
747,110,1,5,1
85,,,,
10,5,,,
197,6,,,
396,8,,,
195,3,,,
137,251,329,7171,478
134,495,37,1426,304
1461,1396,60,10731,2829
24,,,,
11,1441,24,17721,2996
180,14176,174,3544,1044
460,94,68,264,43
173,150,22,283,140
91,4,21,9,1
214,1,,,
1,,,,
24,7,5,3,
4976,664,,,
54,7,46,24,6
22,,,,
5,1,,,
16,11,34,157,43
58,2,1,,
60,17,25,479,71
148,5,15,2,2
99,7,12,205,10
74,8,1,,2
4,,,,
2,,2,,
286,29273,145,28873,3046
10,,,,
16,1,,,
57,14,6,5,
148,10,7,10,2
201,226781,538,416143,100846
5,,,,
19,19,,,
20,2,1,,
4,688,,,
353,117600,8181,773755,105904
123,740,45,975,390
62,2,5,21,3
32,,,,
487,5,,,
38,3,,,
133,1,2,,
309,1774,325,8171,1178
1973,1133,320,15988,1718
1128,8,,,
2375,3243,297,29768,4262
15,15359,175,29762,6129
413,25388,138,230003,25516
71,526,16,1132,123
71,4,9,4,1
,2937,,,
4618,120,,,
1141,35,,,
154,139624,373,156186,38496
49,307,3,1425,197
4,13108,58,15976,3071
10,,1,,
105,130,79,585,107
958,1008,167,2152,737
,6308,12,8479,401
1,,,,
2951,37,6,4,1
110,59030,167,56110,29227
35,12,82,55,11
173,2,1,,
175,,,,
76,,,,
41,28364,227,62429,13852
55,603,55,8033,1330
3545,12998,2801,39091,6551
184,3,,,
30,4022,88,36199,5691
211,11,,,
7,,,,
26,,3,1,1
150,3,2,1,1
37,17,89,148,14
792,4,,,
1921,77693,197,226275,63877
113,12,17,123,33
4308,2173,2400,13867,3040
2,,,,
225,2,,,
291,1,,,
10,2,,,
620,420,232,291,54
56,6,6,1,
29,,,,
59,22139,61,90887,39615
248,4,,,
35,2928,147,8657,1429
155,42,139,1170,184
246,1270,105,1316,125
110,234,189,821,220
121,3,8,,
63,275,49,3835,555
1,3739,13,7631,3458
43,1,1,,
5000,94,,,
37,,,,
136,120,22,206,40
64,3,3,,
130,123756,12,48993,8266
273,17,8,9,2
5000,129,,,
321,92,8,30,16
36,250,65,2637,366
161,66811,221,26378,5534
12,729,112,1018,256
142,132,46,709,102
92,7,,,
516,18,,,
84,,1,,
120,26,7,56,40
26,2,8,2,
12,1,3,,
8,8,,,
3,1,,,
284,2,4,2,
29,5,,,
155,102,72,154,64
75,86,24,296,113
54,64,5,236,101
1,8,3,15,16
387,11,25,50,8
1283,176,102,829,191
261,1,,,
425,743,887,13680,2372
12,1,1,3,1
257,22805,3727,392862,51061
1037,218358,247,552512,83810
842,342,,,
75,1,,,
35,14202,108,153483,18778
141,22,47,48,6
12,,2,1,
61,36,61,1226,150
349,737,624,9868,1532
614,40,,,
56,4,5,6,1
7,24784,323,44233,14920
82,515,48,7164,892
1134,68,63,352,76
58,,,,
228,4,,,
29,3,14,7,1
16,931,15,1203,266
4,3,3,3,
98,3849,221,6990,1681
97,1,,,
175,17,24,43,10
59,5609,56,16899,4111
699,26,,,
4,,1,,
2054,39,,,
264,7,,,
1274,25,,,
25,157,50,205,194
221,7,6,,
2,2582,95,1730,714
458,21,1,,
45,19,44,20,2
716,124,7,60,41
149,268,52,369,126
16,,,,
4,1,,,
42,9,69,38,6
17,,,,
10,,,,
2,281,27,358,85
212,5,28,31,3
29,459,67,1061,300
49,6,6,6,
49,2,,,
1041,19,,,
72,23,,,
266,6,28,5,1
75,5,19,18,9
13,4,8,,1
224,697,22,637,149
40,10,3,9,1
101,,,,
4977,107,,,
4969,74,,,
21,,,,
4779,908,24,245,61
864,7,1,,
6,15,,,
382,1640,131,6142,1690
31,,1,,
1309,27,8,4,6
162,7,,,
38,5,36,312,20
959,133184,165,1718,443
22,2,,,
167,21614,63,35062,8267
86,,,,
14,1,,,
20,35,,,
29,1,,,
3787,40,,,
1094,14,,,
40,4,9,222,13
4,1,,,
427,23,7,65,19
3,1,,,
12,13110,31,12178,1612
20,,,,
9,2,,,
126,150967,107,314199,74789
318,36,28,382,62
78,229,3,6,
82,3,16,2,1
50,2,,,
70,150654,777,471740,66203
263,789487,1604,1048431,233345
174,67038,237,84948,17829
40,2,,,
115,52,15,222,42
18,1,,,
616,591975,528,342440,146180
19,1,,,
175,7,8,1,
206,,4,,
668,29093,142,62517,13901
16,711,19,29036,3045
18,,,,
43,,1,,
5,,,,
6,,,,
2,,,,
10,3,2,62,4
16,21211,14,17433,1613
81,85142,63,2265,706
112,15,,,
138,5,14,32,6
216,10,4,1,1
114,1,,,
596,1575,410,28555,3768
100,97092,70,218735,29431
135,11,14,49,4
579,1,2,,
117,12923,335,58966,4920
60,,,,
2077,70,,,
74,10,,,
4,,1,,
5,2,1,,
573,35,36,146,44
4904,108,,,
68,3,1,41,11
34,6,4,1,2
54,,2,,
390,1,,,
24,1,2,,1
17,129,110,917,121
115,3,2,1,
20,1,1,,1
11,1,,,
17,,1,,
48,29,16,495,49
1,1375,10,1305,481
2,,,,
4997,252,104,103,11
146,28,51,1968,108
71,,,,
73,16,22,54,7
69,51036,22,38383,11381
490,1,,,
16,,,,
127,46,53,116,21
61,1602,174,16888,441
3376,100,,,
256,33,5,16,6
24,17,1,,
35,15,2,38,14
17,1,18,11,1
209,2,4,1,
1,,,,
33,,3,2,
53,5,,,
603,166,15,24,10
257,40,20,83,8
711,40,,,
55,3681,57,36387,2718
139,2,6,2,
305,71,50,3613,425
4,147,5,2319,253
257,2,,,
44,2,,,
14,256,1,1114,347
292,6,35,2,2
320,134,21,504,61
5,28093,21,40806,19024
295,208,29,393,325
12,,,,
188,2,,,
98,767,121,9369,1690
122,1675,150,7668,1214
40,10332,92,8864,2259
16,2,13,2,1
349,70645,1489,206334,47188
533,16,6,2,2
1,160,6,6021,507
69,86,5,334,57
19,4,12,9,3
477,75,28,355,149
139,15326,1695,77910,10582
8,,,,
24,10,,,
210,1134,45,7221,1245
20,42627,295,85712,41847
168,1,,,
32,129,97,1369,266
2345,321,301,856,174
80,1,1,,
50,2,1,1,
2430,703,495,5764,726
66,,17,3,1
100,2,1,2,
12,,2,,
4,,,,
96,2,,,
8,2859,10,2598,667
2,1936,15,3076,263
146,27,9,10,6
1213,5,1,,
116,10,28,74,13
778,44,119,314,53
112,8,9,257,31
46,67566,27,148520,23632
2,,,,
655,2235,60,12522,3639
3,15755,,601,
23,10,,,
1,,,,
53,2,,,
7,6,2,179,13
12,,,,
95,6,,,
10,,,,
25,127,48,783,444
603,54,68,732,129
,3412,4,10286,2432
19,1786,16,839,68
13,21059,11,7752,6148
675,3,19,23,3
,75210,27,146897,50108
1742,31,47,9,2
2475,44,44,100,13
110,5,9,4,1
6,2,,,
3,2,1,,
4,5,,,
6,,1,,
104,111,48,416,77
82,,,,
29,4,,,
13,73,30,3261,259
831,352,109,6752,734
79,3,,,
7,731,19,23640,2097
36,852,197,22409,2647
10,1483,7,12417,1942
1034,48,,,
96,12741,447,38709,1488
2,1,,,
8,3,,,
137,10137,75,31946,6722
16,64,49,1473,210
251,7491,493,95710,11980
61,,,,
1201,13,5,,
4,,,,
82,,,,
1164,24,3,,
15,,1,,
17,1,2,,
2,150,66,3482,265
28,5,10,67,11
4752,19372,5204,237376,23907
159,1838,30,9292,1072
145,,2,,
323,,,,
597,7461,143,40482,6652
144,1383,170,19439,1698
57,10,13,343,38
145,1,,,
2071,10700,338,59822,7782
110,2185,15,1845,658
4,,,,
22,,,,
252,15,46,264,34
344,37746,301,56883,10327
1057,9170,762,59750,8318
52,19193,27,27143,1170
59,1,,,
1209,9,,,
7,8116,63,43830,2642
264,13041,557,77774,15597
1,6393,25,4862,6230
122,55,22,330,48
2,,5,,
86,15708,180,11536,3610
3,3589,12,1936,332
61,9,48,13,6
273,11,,,
506,1192,43,1322,251
21,41,55,1131,109
10,1,7,,
827,7017,194,12852,3066
233,33,23,296,65
780,65,760,473,164
1,870,,,
339,13782,992,226862,34484
55,1,8,10,2
5,1,,,
264,313,75,86,1
22,,,,
41,6,10,2,
